job_title,experience_years,skill_count,education_level,education_institution,location,city_tier,company_type,industry,salary_inr,salary_lpa
Frontend Developer,5,5,B.Tech,Top Private,Chandigarh,2,service,IT,1727349,17.27
Frontend Developer,5,4,B.E.,BITS,Chandigarh,2,BPO,IT,1482861,14.83
Frontend Developer,5,7,B.Tech,NIT,Coimbatore,2,startup,IT,2907662,29.08
Frontend Developer,5,5,B.E.,BITS,Bhubaneswar,3,MNC,IT,3218138,32.18
Frontend Developer,5,4,B.E.,Tier 2,Bhubaneswar,3,service,IT,1411438,14.11
Frontend Developer,5,6,B.Tech,NIT,Patna,3,service,IT,1706026,17.06
Frontend Developer,6,6,B.Tech,NIT,Mumbai,1,MNC,IT,5895212,58.95
Frontend Developer,6,8,MBA,IIM,Mumbai,1,startup,IT,5189304,51.89
Frontend Developer,6,4,MBA,IIM,Mumbai,1,BPO,IT,2632336,26.32
Frontend Developer,6,5,B.E.,BITS,Mumbai,1,KPO,IT,2760156,27.6
Frontend Developer,6,7,MBA,IIM,Hyderabad,1,product,IT,5961187,59.61
Frontend Developer,6,8,MBA,IIM,Indore,2,product,IT,4950218,49.5
Frontend Developer,6,4,B.Tech,IIT,Indore,2,BPO,IT,1770339,17.7
Frontend Developer,6,8,B.E.,BITS,Jaipur,2,startup,IT,3971001,39.71
Frontend Developer,6,8,B.Tech,Top Private,Jaipur,2,KPO,IT,2695381,26.95
Frontend Developer,6,6,MBA,IIM,Thiruvananthapuram,3,product,IT,3545728,35.46
Frontend Developer,6,4,B.E.,BITS,Thiruvananthapuram,3,startup,IT,2686168,26.86
Frontend Developer,6,5,B.Tech,Top Private,Thiruvananthapuram,3,service,IT,1905022,19.05
Frontend Developer,6,4,B.E.,BITS,Thiruvananthapuram,3,KPO,IT,2042686,20.43
Frontend Developer,6,5,B.E.,Tier 2,Thiruvananthapuram,3,MNC,IT,3254879,32.55
Frontend Developer,6,7,B.Tech,Top Private,Thiruvananthapuram,3,product,IT,3221968,32.22
Frontend Developer,6,6,B.E.,BITS,Thiruvananthapuram,3,BPO,IT,1630023,16.3
Frontend Developer,7,8,B.Tech,IIT,Chennai,1,KPO,IT,4545393,45.45
Frontend Developer,7,5,B.Tech,IIT,Chennai,1,MNC,IT,7272209,72.72
Frontend Developer,7,4,B.Tech,IIT,Chennai,1,startup,IT,5049098,50.49
Frontend Developer,7,4,B.Tech,NIT,Chennai,1,BPO,IT,2555685,25.56
Frontend Developer,7,5,B.Sc,Tier 3,Nagpur,2,MNC,IT,3638154,36.38
Frontend Developer,7,7,B.Tech,IIT,Nagpur,2,product,IT,5023593,50.24
Frontend Developer,7,5,B.Tech,Top Private,Nagpur,2,startup,IT,3344915,33.45
Frontend Developer,7,7,B.Tech,IIT,Nagpur,2,BPO,IT,2496104,24.96
Frontend Developer,7,5,MBA,IIM,Nagpur,2,MNC,IT,5817825,58.18
Frontend Developer,7,8,B.Tech,NIT,Nagpur,2,product,IT,5089155,50.89
Frontend Developer,7,6,B.Tech,IIT,Nagpur,2,service,IT,3437822,34.38
Frontend Developer,7,5,MBA,IIM,Bhubaneswar,3,MNC,IT,5435290,54.35
Frontend Developer,7,5,B.E.,Tier 2,Bhubaneswar,3,service,IT,2094387,20.94
Frontend Developer,7,7,B.E.,BITS,Bhubaneswar,3,KPO,IT,2570265,25.7
Frontend Developer,7,6,B.E.,BITS,Patna,3,MNC,IT,5291390,52.91
Frontend Developer,7,8,B.Sc,Tier 3,Patna,3,product,IT,3089911,30.9
Frontend Developer,7,4,B.Tech,IIT,Patna,3,startup,IT,3244833,32.45
Frontend Developer,7,7,B.Tech,NIT,Patna,3,BPO,IT,1975384,19.75
Frontend Developer,8,8,B.Tech,Top Private,Chennai,1,startup,IT,5919955,59.2
Frontend Developer,8,4,B.Tech,NIT,Chennai,1,service,IT,3931571,39.32
Frontend Developer,8,7,MBA,IIM,Gurgaon,1,product,IT,7555642,75.56
Frontend Developer,8,4,B.Tech,IIT,Gurgaon,1,startup,IT,5485158,54.85
Frontend Developer,8,8,B.Tech,Top Private,Gurgaon,1,service,IT,4304680,43.05
Frontend Developer,8,5,B.Tech,IIT,Gurgaon,1,BPO,IT,3338223,33.38
Frontend Developer,8,7,B.Tech,NIT,Gurgaon,1,KPO,IT,4050760,40.51
Frontend Developer,8,4,B.E.,Tier 2,Visakhapatnam,2,startup,IT,3090711,30.91
Frontend Developer,8,5,B.Tech,Top Private,Visakhapatnam,2,service,IT,2993221,29.93
Frontend Developer,8,5,B.Tech,IIT,Nagpur,2,service,IT,3601434,36.01
Frontend Developer,8,7,B.Tech,IIT,Vadodara,3,product,IT,5417684,54.18
Frontend Developer,8,5,B.Tech,IIT,Vadodara,3,service,IT,3143372,31.43
Frontend Developer,8,5,MBA,IIM,Vadodara,3,BPO,IT,2377430,23.77
Frontend Developer,8,8,B.Tech,IIT,Vadodara,3,KPO,IT,3354701,33.55
Frontend Developer,8,6,B.Tech,NIT,Vadodara,3,MNC,IT,5732748,57.33
Frontend Developer,8,6,B.Tech,Top Private,Vadodara,3,product,IT,3842272,38.42
Frontend Developer,8,8,B.Sc,Tier 3,Vadodara,3,service,IT,2376658,23.77
Frontend Developer,8,6,B.Tech,IIT,Vadodara,3,KPO,IT,2909270,29.09
Backend Developer,1,6,MBA,IIM,Gurgaon,1,KPO,IT,783364,7.83
Backend Developer,1,8,B.E.,Tier 2,Hyderabad,1,MNC,IT,1276877,12.77
Backend Developer,1,8,B.E.,BITS,Hyderabad,1,product,IT,1211520,12.12
Backend Developer,1,8,B.Tech,NIT,Hyderabad,1,BPO,IT,560256,5.6
Backend Developer,1,4,B.E.,BITS,Hyderabad,1,KPO,IT,728573,7.29
Backend Developer,1,8,B.E.,Tier 2,Coimbatore,2,MNC,IT,1038936,10.39
Backend Developer,1,7,B.Tech,IIT,Coimbatore,2,startup,IT,938948,9.39
Backend Developer,1,8,B.Tech,IIT,Coimbatore,2,service,IT,800518,8.01
Backend Developer,1,6,B.Tech,NIT,Coimbatore,2,KPO,IT,563268,5.63
Backend Developer,1,4,B.E.,Tier 2,Visakhapatnam,2,MNC,IT,778362,7.78
Backend Developer,1,5,B.Tech,Top Private,Visakhapatnam,2,startup,IT,746393,7.46
Backend Developer,1,6,B.E.,BITS,Jamshedpur,3,MNC,IT,1019656,10.2
Backend Developer,1,8,B.Tech,NIT,Jamshedpur,3,product,IT,853267,8.53
Backend Developer,1,5,B.E.,BITS,Jamshedpur,3,startup,IT,643938,6.44
Backend Developer,1,5,B.Sc,Tier 3,Jamshedpur,3,service,IT,382967,3.83
Backend Developer,1,4,B.Tech,IIT,Bhubaneswar,3,MNC,IT,1052605,10.53
Backend Developer,1,6,B.Sc,Tier 3,Bhubaneswar,3,startup,IT,503290,5.03
Backend Developer,1,4,B.Tech,Top Private,Bhubaneswar,3,service,IT,456736,4.57
Backend Developer,1,5,MBA,IIM,Bhubaneswar,3,KPO,IT,647402,6.47
Backend Developer,2,5,B.Tech,Top Private,Delhi NCR,1,product,IT,1687709,16.88
Backend Developer,2,6,B.Tech,Top Private,Delhi NCR,1,KPO,IT,1064332,10.64
Backend Developer,2,5,B.Tech,NIT,Mumbai,1,product,IT,1566439,15.66
Backend Developer,2,7,B.E.,Tier 2,Mumbai,1,KPO,IT,894949,8.95
Backend Developer,2,4,B.E.,BITS,Visakhapatnam,2,MNC,IT,1795364,17.95
Backend Developer,2,4,B.E.,BITS,Visakhapatnam,2,product,IT,1374225,13.74
Backend Developer,2,5,B.Tech,Top Private,Visakhapatnam,2,startup,IT,1212448,12.12
Backend Developer,2,5,B.Tech,Top Private,Kochi,2,product,IT,1403134,14.03
Backend Developer,2,5,B.E.,BITS,Kochi,2,BPO,IT,777810,7.78
Backend Developer,2,6,B.Sc,Tier 3,Bhubaneswar,3,product,IT,994954,9.95
Backend Developer,2,6,B.E.,BITS,Bhubaneswar,3,startup,IT,1116444,11.16
Backend Developer,2,6,B.Tech,Top Private,Bhubaneswar,3,service,IT,776339,7.76
Backend Developer,2,4,MBA,IIM,Bhubaneswar,3,BPO,IT,658687,6.59
Backend Developer,2,5,B.Sc,Tier 3,Bhubaneswar,3,KPO,IT,577830,5.78
Backend Developer,2,4,B.E.,BITS,Jamshedpur,3,MNC,IT,1371947,13.72
Backend Developer,2,5,B.E.,Tier 2,Jamshedpur,3,startup,IT,868386,8.68
Backend Developer,2,5,MBA,IIM,Jamshedpur,3,BPO,IT,752561,7.53
Backend Developer,3,6,B.Tech,Top Private,Pune,1,startup,IT,2003700,20.04
Backend Developer,3,4,B.Sc,Tier 3,Pune,1,KPO,IT,1077190,10.77
Backend Developer,3,4,B.Tech,Top Private,Kolkata,1,product,IT,2031101,20.31
Backend Developer,3,7,MBA,IIM,Kolkata,1,service,IT,1846356,18.46
Backend Developer,3,5,B.Sc,Tier 3,Kolkata,1,BPO,IT,865274,8.65
Backend Developer,3,7,B.Tech,Top Private,Kolkata,1,KPO,IT,1426964,14.27
Backend Developer,3,4,B.Tech,NIT,Kochi,2,MNC,IT,2400271,24.0
Backend Developer,3,4,B.Sc,Tier 3,Kochi,2,product,IT,1426589,14.27
Backend Developer,3,5,B.Tech,IIT,Kochi,2,startup,IT,2003199,20.03
Backend Developer,3,8,B.E.,BITS,Visakhapatnam,2,MNC,IT,2978859,29.79
Backend Developer,3,4,B.Tech,NIT,Visakhapatnam,2,product,IT,1963637,19.64
Backend Developer,3,5,B.Tech,NIT,Visakhapatnam,2,startup,IT,1614749,16.15
Backend Developer,3,5,MBA,IIM,Visakhapatnam,2,BPO,IT,1174239,11.74
Backend Developer,3,7,B.E.,BITS,Vadodara,3,MNC,IT,2201975,22.02
Backend Developer,3,5,B.E.,Tier 2,Patna,3,MNC,IT,1510193,15.1
Backend Developer,3,5,B.E.,Tier 2,Patna,3,product,IT,1313984,13.14
Backend Developer,3,4,B.Tech,IIT,Patna,3,service,IT,1145368,11.45
Backend Developer,3,8,B.E.,BITS,Patna,3,BPO,IT,878434,8.78
Backend Developer,3,5,B.Tech,Top Private,Patna,3,KPO,IT,961040,9.61
Backend Developer,4,5,B.Tech,IIT,Mumbai,1,service,IT,2181921,21.82
Backend Developer,4,6,B.Tech,NIT,Chandigarh,2,startup,IT,2224590,22.25
Backend Developer,4,7,B.Sc,Tier 3,Kochi,2,MNC,IT,2432119,24.32
Backend Developer,4,6,B.Tech,Top Private,Kochi,2,KPO,IT,1581063,15.81
Backend Developer,4,6,B.Sc,Tier 3,Jamshedpur,3,MNC,IT,2086771,20.87
Backend Developer,4,5,B.E.,Tier 2,Jamshedpur,3,product,IT,1848231,18.48
Backend Developer,4,7,B.Tech,IIT,Jamshedpur,3,BPO,IT,1382231,13.82
Backend Developer,4,8,B.Tech,Top Private,Jamshedpur,3,MNC,IT,2813453,28.13
Backend Developer,4,4,MBA,IIM,Jamshedpur,3,service,IT,1642687,16.43
Backend Developer,4,8,B.Tech,IIT,Jamshedpur,3,KPO,IT,1812851,18.13
Backend Developer,5,4,B.E.,Tier 2,Hyderabad,1,service,IT,1730491,17.3
Backend Developer,5,7,B.Tech,IIT,Delhi NCR,1,MNC,IT,5611090,56.11
Backend Developer,5,4,B.Tech,Top Private,Delhi NCR,1,product,IT,3211964,32.12
Backend Developer,5,8,B.E.,BITS,Delhi NCR,1,startup,IT,3632816,36.33
Backend Developer,5,6,MBA,IIM,Ahmedabad,2,service,IT,2673081,26.73
Backend Developer,5,6,B.Sc,Tier 3,Ahmedabad,2,KPO,IT,1383894,13.84
Backend Developer,5,7,B.Tech,Top Private,Jaipur,2,MNC,IT,3843427,38.43
Backend Developer,5,6,B.Sc,Tier 3,Jaipur,2,startup,IT,2025664,20.26
Backend Developer,5,7,MBA,IIM,Jaipur,2,BPO,IT,2076972,20.77
Backend Developer,5,5,B.Tech,NIT,Jaipur,2,KPO,IT,1986782,19.87
Backend Developer,5,7,MBA,IIM,Lucknow,3,service,IT,2343830,23.44
Backend Developer,5,8,B.E.,BITS,Lucknow,3,KPO,IT,2029448,20.29
Backend Developer,5,5,B.E.,Tier 2,Patna,3,service,IT,1560117,15.6
Backend Developer,6,4,B.Tech,IIT,Gurgaon,1,product,IT,5170300,51.7
Backend Developer,6,5,B.Tech,Top Private,Gurgaon,1,service,IT,2886367,28.86
Backend Developer,6,6,B.Tech,Top Private,Mumbai,1,KPO,IT,2937509,29.38
Backend Developer,6,8,B.Tech,Top Private,Kochi,2,MNC,IT,4793819,47.94
Backend Developer,6,4,B.E.,BITS,Kochi,2,product,IT,3950746,39.51
Backend Developer,6,8,B.Tech,NIT,Kochi,2,BPO,IT,2080691,20.81
Backend Developer,6,4,MBA,IIM,Coimbatore,2,MNC,IT,5570291,55.7
Backend Developer,6,6,B.Tech,NIT,Coimbatore,2,startup,IT,3299263,32.99
Backend Developer,6,8,B.Tech,Top Private,Coimbatore,2,BPO,IT,1852985,18.53
Backend Developer,6,5,B.E.,Tier 2,Jamshedpur,3,BPO,IT,1342721,13.43
Backend Developer,6,5,B.E.,BITS,Thiruvananthapuram,3,MNC,IT,4348119,43.48
Backend Developer,6,8,B.E.,Tier 2,Thiruvananthapuram,3,startup,IT,2713226,27.13
Backend Developer,6,8,MBA,IIM,Thiruvananthapuram,3,BPO,IT,2146428,21.46
Backend Developer,7,4,B.Sc,Tier 3,Kolkata,1,MNC,IT,4427036,44.27
Backend Developer,7,6,MBA,IIM,Kolkata,1,service,IT,4052033,40.52
Backend Developer,7,8,B.E.,Tier 2,Delhi NCR,1,product,IT,5248078,52.48
Backend Developer,7,5,B.E.,Tier 2,Delhi NCR,1,KPO,IT,2457795,24.58
Backend Developer,7,5,B.Tech,IIT,Visakhapatnam,2,MNC,IT,6472073,64.72
Backend Developer,7,6,B.E.,Tier 2,Visakhapatnam,2,KPO,IT,2372187,23.72
Backend Developer,7,7,B.E.,Tier 2,Nagpur,2,MNC,IT,4555778,45.56
Backend Developer,7,5,B.Tech,IIT,Nagpur,2,product,IT,4597391,45.97
Backend Developer,7,4,B.Sc,Tier 3,Nagpur,2,startup,IT,2687080,26.87
Backend Developer,7,5,B.Tech,IIT,Nagpur,2,BPO,IT,2565172,25.65
Backend Developer,7,6,MBA,IIM,Bhubaneswar,3,product,IT,4538534,45.39
Backend Developer,7,8,B.Sc,Tier 3,Bhubaneswar,3,startup,IT,2698058,26.98
Backend Developer,7,7,B.Tech,Top Private,Bhubaneswar,3,service,IT,2566522,25.67
Backend Developer,7,4,B.Tech,Top Private,Bhubaneswar,3,BPO,IT,1830733,18.31
Backend Developer,7,5,B.E.,Tier 2,Bhubaneswar,3,KPO,IT,2077055,20.77
Backend Developer,7,4,B.Tech,IIT,Surat,3,MNC,IT,4738262,47.38
Backend Developer,7,5,B.E.,BITS,Surat,3,product,IT,4361985,43.62
Backend Developer,7,6,B.Sc,Tier 3,Surat,3,startup,IT,2615143,26.15
Backend Developer,7,6,B.Tech,Top Private,Surat,3,service,IT,2233414,22.33
Backend Developer,7,5,B.Tech,IIT,Surat,3,KPO,IT,2744527,27.45
Backend Developer,8,8,B.E.,BITS,Hyderabad,1,MNC,IT,8992677,89.93
Backend Developer,8,5,B.E.,BITS,Hyderabad,1,product,IT,6130148,61.3
Backend Developer,8,7,B.Tech,NIT,Gurgaon,1,MNC,IT,8073761,80.74
Backend Developer,8,7,MBA,IIM,Gurgaon,1,KPO,IT,5182079,51.82
Backend Developer,8,8,B.Tech,Top Private,Kochi,2,MNC,IT,6438205,64.38
Backend Developer,8,5,B.Tech,NIT,Kochi,2,product,IT,4978952,49.79
Backend Developer,8,4,MBA,IIM,Kochi,2,service,IT,3923212,39.23
Backend Developer,8,4,B.Tech,Top Private,Kochi,2,KPO,IT,3058388,30.58
Backend Developer,8,4,B.E.,Tier 2,Visakhapatnam,2,MNC,IT,4705766,47.06
Backend Developer,8,5,MBA,IIM,Visakhapatnam,2,startup,IT,5591860,55.92
Backend Developer,8,7,B.Tech,NIT,Visakhapatnam,2,BPO,IT,2796692,27.97
Backend Developer,8,7,B.Tech,IIT,Vadodara,3,product,IT,5861344,58.61
Backend Developer,8,7,B.Tech,NIT,Vadodara,3,startup,IT,4217482,42.17
Backend Developer,8,6,B.Tech,NIT,Vadodara,3,BPO,IT,2329412,23.29
Backend Developer,8,7,B.Sc,Tier 3,Vadodara,3,KPO,IT,2050932,20.51
QA Engineer,1,5,B.Tech,IIT,Gurgaon,1,MNC,IT,1019353,10.19
QA Engineer,1,7,B.Tech,Top Private,Gurgaon,1,KPO,IT,473253,4.73
QA Engineer,1,5,B.E.,Tier 2,Pune,1,MNC,IT,785794,7.86
QA Engineer,1,5,B.Tech,IIT,Pune,1,startup,IT,856289,8.56
QA Engineer,1,3,B.Sc,Tier 3,Pune,1,BPO,IT,258209,2.58
QA Engineer,1,7,B.Sc,Tier 3,Pune,1,KPO,IT,385888,3.86
QA Engineer,1,7,B.E.,Tier 2,Chandigarh,2,KPO,IT,357742,3.58
QA Engineer,1,7,B.Tech,Top Private,Nagpur,2,product,IT,773335,7.73
QA Engineer,1,7,B.E.,Tier 2,Nagpur,2,startup,IT,554869,5.55
QA Engineer,1,4,MBA,IIM,Nagpur,2,service,IT,499791,5.0
QA Engineer,1,3,MBA,IIM,Nagpur,2,KPO,IT,457661,4.58
QA Engineer,1,3,B.E.,BITS,Lucknow,3,service,IT,342357,3.42
QA Engineer,1,6,B.Sc,Tier 3,Patna,3,startup,IT,405264,4.05
QA Engineer,1,7,B.Tech,IIT,Patna,3,KPO,IT,430546,4.31
QA Engineer,2,6,B.Tech,IIT,Delhi NCR,1,startup,IT,1136723,11.37
QA Engineer,2,5,B.E.,Tier 2,Delhi NCR,1,KPO,IT,687116,6.87
QA Engineer,2,6,MBA,IIM,Kolkata,1,MNC,IT,1767048,17.67
QA Engineer,2,5,B.Tech,IIT,Kolkata,1,service,IT,847865,8.48
QA Engineer,2,5,B.E.,Tier 2,Kolkata,1,BPO,IT,452553,4.53
QA Engineer,2,6,B.E.,BITS,Ahmedabad,2,startup,IT,961292,9.61
QA Engineer,2,4,B.Tech,IIT,Ahmedabad,2,service,IT,742461,7.42
QA Engineer,2,6,B.Tech,Top Private,Ahmedabad,2,BPO,IT,532068,5.32
QA Engineer,2,3,B.E.,BITS,Ahmedabad,2,KPO,IT,678806,6.79
QA Engineer,2,3,MBA,IIM,Kochi,2,product,IT,1241210,12.41
QA Engineer,2,6,B.Tech,IIT,Mysore,3,startup,IT,970514,9.71
QA Engineer,2,4,B.E.,Tier 2,Mysore,3,service,IT,472044,4.72
QA Engineer,2,6,B.Tech,Top Private,Mysore,3,KPO,IT,562620,5.63
QA Engineer,2,5,B.Sc,Tier 3,Bhubaneswar,3,product,IT,595464,5.95
QA Engineer,2,6,B.Sc,Tier 3,Bhubaneswar,3,BPO,IT,331128,3.31
QA Engineer,3,3,B.E.,BITS,Chennai,1,MNC,IT,1746873,17.47
QA Engineer,3,5,B.Tech,Top Private,Chennai,1,product,IT,1649685,16.5
QA Engineer,3,3,B.Tech,NIT,Chennai,1,startup,IT,1285920,12.86
QA Engineer,3,7,B.Tech,Top Private,Mumbai,1,MNC,IT,2133614,21.34
QA Engineer,3,7,B.E.,BITS,Mumbai,1,product,IT,2018271,20.18
QA Engineer,3,4,B.Tech,IIT,Mumbai,1,BPO,IT,945969,9.46
QA Engineer,3,7,MBA,IIM,Ahmedabad,2,MNC,IT,1993526,19.94
QA Engineer,3,7,B.E.,BITS,Ahmedabad,2,product,IT,1585934,15.86
QA Engineer,3,4,B.Tech,Top Private,Ahmedabad,2,BPO,IT,615065,6.15
QA Engineer,3,5,B.Tech,NIT,Ahmedabad,2,KPO,IT,893303,8.93
QA Engineer,3,7,B.E.,BITS,Visakhapatnam,2,MNC,IT,1753349,17.53
QA Engineer,3,7,B.Sc,Tier 3,Visakhapatnam,2,product,IT,1177564,11.78
QA Engineer,3,5,B.E.,Tier 2,Jamshedpur,3,MNC,IT,1140732,11.41
QA Engineer,3,5,B.E.,BITS,Jamshedpur,3,service,IT,825189,8.25
QA Engineer,3,7,B.E.,BITS,Jamshedpur,3,BPO,IT,705055,7.05
QA Engineer,3,3,B.Tech,NIT,Jamshedpur,3,KPO,IT,645424,6.45
QA Engineer,3,5,MBA,IIM,Bhubaneswar,3,service,IT,980854,9.81
QA Engineer,3,6,B.E.,BITS,Bhubaneswar,3,KPO,IT,852343,8.52
QA Engineer,4,3,B.E.,BITS,Kolkata,1,startup,IT,1723907,17.24
QA Engineer,4,3,B.E.,BITS,Kolkata,1,BPO,IT,950623,9.51
QA Engineer,4,4,B.Tech,NIT,Pune,1,startup,IT,1814341,18.14
QA Engineer,4,3,B.E.,Tier 2,Pune,1,service,IT,947827,9.48
QA Engineer,4,4,B.Tech,NIT,Jaipur,2,MNC,IT,1840988,18.41
QA Engineer,4,6,B.Tech,IIT,Jaipur,2,service,IT,1394444,13.94
QA Engineer,4,3,MBA,IIM,Kochi,2,startup,IT,1809425,18.09
QA Engineer,4,6,B.E.,BITS,Kochi,2,BPO,IT,1006812,10.07
QA Engineer,4,4,MBA,IIM,Bhubaneswar,3,product,IT,1863305,18.63
QA Engineer,4,5,MBA,IIM,Bhubaneswar,3,service,IT,1215779,12.16
QA Engineer,4,6,B.Tech,NIT,Bhubaneswar,3,KPO,IT,976712,9.77
QA Engineer,4,5,B.Tech,NIT,Lucknow,3,MNC,IT,1641389,16.41
QA Engineer,4,6,B.E.,BITS,Lucknow,3,BPO,IT,778479,7.78
QA Engineer,5,7,B.Sc,Tier 3,Pune,1,startup,IT,1767822,17.68
QA Engineer,5,6,B.E.,Tier 2,Pune,1,product,IT,2270161,22.7
QA Engineer,5,6,B.Tech,IIT,Pune,1,startup,IT,2528105,25.28
QA Engineer,5,4,B.Tech,IIT,Pune,1,BPO,IT,1530128,15.3
QA Engineer,5,3,B.Tech,IIT,Visakhapatnam,2,MNC,IT,2603811,26.04
QA Engineer,5,3,B.E.,Tier 2,Visakhapatnam,2,BPO,IT,754581,7.55
QA Engineer,5,4,B.Tech,NIT,Visakhapatnam,2,KPO,IT,1381873,13.82
QA Engineer,5,4,B.E.,BITS,Indore,2,product,IT,2175169,21.75
QA Engineer,5,3,B.Tech,NIT,Indore,2,service,IT,1382421,13.82
QA Engineer,5,4,B.Sc,Tier 3,Thiruvananthapuram,3,MNC,IT,1518811,15.19
QA Engineer,5,4,B.Tech,NIT,Thiruvananthapuram,3,service,IT,1231116,12.31
QA Engineer,5,5,B.Sc,Tier 3,Lucknow,3,startup,IT,1309023,13.09
QA Engineer,5,6,B.E.,BITS,Lucknow,3,service,IT,1340576,13.41
QA Engineer,6,7,B.Tech,IIT,Gurgaon,1,MNC,IT,4466889,44.67
QA Engineer,6,7,B.E.,Tier 2,Gurgaon,1,service,IT,1833271,18.33
QA Engineer,6,6,B.E.,BITS,Delhi NCR,1,MNC,IT,4611958,46.12
QA Engineer,6,3,B.Tech,IIT,Delhi NCR,1,product,IT,3658092,36.58
QA Engineer,6,3,B.Tech,IIT,Delhi NCR,1,startup,IT,3178222,31.78
QA Engineer,6,3,B.Tech,IIT,Delhi NCR,1,KPO,IT,2316923,23.17
QA Engineer,6,5,B.Tech,Top Private,Indore,2,startup,IT,2296268,22.96
QA Engineer,6,6,B.Tech,Top Private,Indore,2,KPO,IT,1755697,17.56
QA Engineer,6,5,B.Tech,NIT,Ahmedabad,2,product,IT,2820389,28.2
QA Engineer,6,3,B.Tech,IIT,Patna,3,BPO,IT,1163548,11.64
QA Engineer,6,4,B.Tech,IIT,Patna,3,KPO,IT,1629787,16.3
QA Engineer,6,3,MBA,IIM,Thiruvananthapuram,3,service,IT,1565485,15.65
QA Engineer,6,7,B.E.,Tier 2,Thiruvananthapuram,3,BPO,IT,1127449,11.27
QA Engineer,7,5,B.Tech,NIT,Pune,1,product,IT,4281510,42.82
QA Engineer,7,4,B.Tech,NIT,Pune,1,startup,IT,3159301,31.59
QA Engineer,7,6,B.Tech,IIT,Mumbai,1,service,IT,2846110,28.46
QA Engineer,7,3,B.Tech,NIT,Mumbai,1,BPO,IT,1782051,17.82
QA Engineer,7,7,B.E.,Tier 2,Ahmedabad,2,startup,IT,2421317,24.21
QA Engineer,7,7,B.E.,BITS,Coimbatore,2,MNC,IT,4216808,42.17
QA Engineer,7,3,B.Sc,Tier 3,Surat,3,MNC,IT,2080116,20.8
QA Engineer,7,6,B.Tech,IIT,Surat,3,product,IT,3157160,31.57
QA Engineer,7,7,B.Tech,NIT,Surat,3,startup,IT,2830479,28.3
QA Engineer,7,3,B.Sc,Tier 3,Surat,3,KPO,IT,1070114,10.7
QA Engineer,7,4,B.Tech,IIT,Thiruvananthapuram,3,MNC,IT,3705447,37.05
QA Engineer,7,6,MBA,IIM,Thiruvananthapuram,3,startup,IT,3249775,32.5
QA Engineer,7,6,B.Sc,Tier 3,Thiruvananthapuram,3,BPO,IT,1128706,11.29
QA Engineer,7,5,B.Tech,IIT,Thiruvananthapuram,3,KPO,IT,2187573,21.88
QA Engineer,8,3,B.Tech,IIT,Kolkata,1,BPO,IT,2340775,23.41
QA Engineer,8,4,B.Tech,NIT,Kolkata,1,KPO,IT,2956162,29.56
QA Engineer,8,5,B.Tech,IIT,Gurgaon,1,BPO,IT,2637081,26.37
QA Engineer,8,7,B.E.,Tier 2,Gurgaon,1,KPO,IT,2572550,25.73
QA Engineer,8,4,B.Tech,IIT,Indore,2,service,IT,2932320,29.32
QA Engineer,8,3,B.Tech,NIT,Indore,2,BPO,IT,1697305,16.97
QA Engineer,8,3,MBA,IIM,Indore,2,KPO,IT,2634902,26.35
QA Engineer,8,3,B.E.,BITS,Jaipur,2,MNC,IT,4305360,43.05
QA Engineer,8,4,B.Tech,Top Private,Jaipur,2,service,IT,2139727,21.4
QA Engineer,8,4,B.E.,Tier 2,Jaipur,2,KPO,IT,1867338,18.67
QA Engineer,8,7,B.Tech,IIT,Jamshedpur,3,MNC,IT,4704538,47.05
QA Engineer,8,7,B.Tech,IIT,Jamshedpur,3,service,IT,2477370,24.77
QA Engineer,8,7,B.E.,Tier 2,Lucknow,3,service,IT,1746722,17.47
QA Engineer,8,6,B.Tech,NIT,Lucknow,3,KPO,IT,2104631,21.05
Mobile Developer,1,6,B.E.,Tier 2,Bangalore,1,startup,IT,903213,9.03
Mobile Developer,1,8,B.E.,Tier 2,Bangalore,1,KPO,IT,620834,6.21
Mobile Developer,1,8,B.E.,BITS,Delhi NCR,1,MNC,IT,1831120,18.31
Mobile Developer,1,6,B.E.,Tier 2,Delhi NCR,1,product,IT,991537,9.92
Mobile Developer,1,8,B.E.,Tier 2,Delhi NCR,1,service,IT,775273,7.75
Mobile Developer,1,6,B.Tech,NIT,Chandigarh,2,MNC,IT,1189558,11.9
Mobile Developer,1,8,B.Tech,Top Private,Chandigarh,2,product,IT,1120151,11.2
Mobile Developer,1,5,B.Tech,Top Private,Chandigarh,2,startup,IT,866911,8.67
Mobile Developer,1,8,B.Tech,IIT,Chandigarh,2,service,IT,869058,8.69
Mobile Developer,1,6,MBA,IIM,Chandigarh,2,BPO,IT,645425,6.45
Mobile Developer,1,6,B.Sc,Tier 3,Chandigarh,2,KPO,IT,507399,5.07
Mobile Developer,1,8,MBA,IIM,Nagpur,2,MNC,IT,1719023,17.19
Mobile Developer,1,8,B.Sc,Tier 3,Lucknow,3,BPO,IT,342269,3.42
Mobile Developer,1,6,B.Sc,Tier 3,Lucknow,3,KPO,IT,404120,4.04
Mobile Developer,1,8,MBA,IIM,Jamshedpur,3,MNC,IT,1370486,13.7
Mobile Developer,1,6,B.E.,Tier 2,Jamshedpur,3,startup,IT,577668,5.78
Mobile Developer,2,8,B.Sc,Tier 3,Bangalore,1,product,IT,1419086,14.19
Mobile Developer,2,5,B.E.,BITS,Bangalore,1,startup,IT,1592780,15.93
